35.013,  37.522,  52.871
35.192,  37.342,  51.662
34.120,  37.342,  51.662
37.335,  36.620,  53.389
35.906,  36.981,  53.044
34.120,  38.063,  53.735
35.728,  37.161,  51.834
30.368,  37.883,  52.871
32.691,  36.981,  53.735
55.914,  24.714,  41.295
47.518,  -5.773,  0.346
45.195,  -8.479,  2.592
49.304,  -6.133,  9.676
60.380,  7.577,  6.566
63.417,  16.777,  3.283
55.914,  39.507,  -17.105
50.733,  45.099,  -23.498
39.479,  47.444,  -30.582
46.089,  64.582,  -9.330
49.840,  66.566,  6.393
58.415,  39.867,  34.729
47.160,  27.420,  47.688
40.015,  13.710,  47.342
34.299,  11.545,  50.798
34.299,  14.071,  52.525
42.337,  2.706,  42.331
39.658,  -9.020,  22.807
35.728,  -15.153,  11.749
36.085,  -15.153,  2.764
35.370,  -11.906,  1.382
33.584,  -13.349,  0.691
32.334,  -12.086,  -1.555
30.368,  -13.710,  -4.838
28.939,  -10.463,  -10.367
30.726,  -15.153,  1.037
33.048,  -15.334,  16.414
40.908,  3.788,  42.677
44.838,  9.200,  43.714
32.512,  15.514,  52.525
31.976,  20.745,  55.463
33.227,  22.730,  54.599
36.442,  26.699,  54.253
34.477,  28.322,  56.499
30.547,  29.404,  58.573
28.761,  29.044,  57.882
26.617,  31.569,  55.463
24.831,  31.208,  57.191
38.943,  20.565,  51.834
38.586,  16.957,  51.834
42.337,  16.777,  50.279
38.229,  13.349,  49.415
34.477,  18.942,  52.007
40.908,  20.745,  50.625
37.693,  21.467,  50.625
22.330,  27.240,  53.389
20.722,  29.585,  53.562
33.584,  24.895,  53.908
46.803,  34.636,  45.614
43.409,  34.816,  49.934
42.159,  24.173,  51.489
28.939,  9.020,  48.379
19.293,  14.071,  49.415
13.755,  14.973,  48.552
11.433,  16.596,  49.070
8.396,  20.024,  49.934
10.718,  22.730,  50.452
10.182,  24.353,  49.588
10.897,  24.714,  50.625
10.004,  25.616,  50.107
9.825,  25.075,  49.588
11.969,  18.581,  52.007
19.114,  5.953,  51.662
33.405,  7.396,  52.007
41.265,  14.251,  50.970
41.087,  18.400,  50.798
43.588,  14.432,  50.107
46.803,  15.514,  48.379
51.269,  18.581,  46.133
53.591,  18.761,  41.813
55.378,  14.432,  41.122
42.337,  10.283,  48.206
38.764,  14.612,  51.316
